Server-0 CLIENT-REQ 2024-03-28T13:40:40.309461 [27, 0] Thread-19 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.678110400 [96, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.680107700 [97, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.683108700 [20, 0] Thread-12 transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.683108700 [80, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.683108700 [100, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.686111500 [91, 2] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.686111500 [101, 1] transfer 
Server-2 SRV-REQ 2024-03-28T14:13:25.686111500 [94, 2] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.688107900 [21, 0] Thread-2 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.692105700 [104, 1] transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.694106900 [22, 0] Thread-23 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.695106 [23, 0] Thread-15 transfer 
Server-0 CLIENT-REQ 2024-03-28T14:13:25.696108100 [24, 0] Thread-22 transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.698107600 [105, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.699106200 [106, 1] transfer 
Server-1 SRV-REQ 2024-03-28T14:13:25.699106200 [107, 1] transfer 
Server-0 REQ_PROCESSING 2024-03-28T14:13:25.706107500 [24, 0] | Sum of the balance in all 20 accounts = 20000 | Request Queue = Request@6a77b4bb
Request@48b35f6
Request@13e3f269
Request@4f4a0c24
Request@18a97994
Request@295a2718
Request@6d9fcaff
Request@5f75654f
Request@3c67865a
Request@30f625c8
Request@7a76d23b
Request@320fbffb
Request@5ec5675
Request@657a7bcc
Request@7144f7a4
Request@5545eae8
Request@6a38d4fb
Request@21e3be6f
Request@1a805a90
Request@24b1ea43
Request@1198debe
Request@775ca037
Request@3dbe3ea2
Request@477187b5

